entrez_id,mean_log2FC,n_probes
6799,0.7058788862916665,2
11014,0.7058358167708327,3
88455,0.705771731781251,2
1120,0.7057179310833321,1
101928102,0.7056899624166668,1
10062,0.7055881540416671,1
11146,0.7055037650208336,1
5376,0.7053142727760413,4
4897,0.7052142012604161,2
7402,0.7050228508333337,3
7430,0.704784884158334,5
57685,0.7047342451979168,2
54507,0.7047294626874989,2
84458,0.7046971146874994,2
9780,0.7041972346805556,3
1456,0.7039371745902772,3
79583,0.7038307936249995,2
10447,0.7033960292986104,3
57713,0.7032174587395836,2
54799,0.7024743128125008,3
3128,0.7023818490000001,2
7465,0.7021485312500007,2
5305,0.7016442894583327,3
140838,0.7013999998749982,1
388969,0.7008028207083328,4
51163,0.7007113133541663,2
1909,0.7005803055902776,3
26051,0.7001120052569441,3
84224,0.6994195469375005,2
51582,0.6992617084895851,2
9695,0.6981122388958338,1
11073,0.6976678548125026,1
6867,0.6971171021840284,6
9779,0.6970471883055565,3
91012,0.6964363994479161,2
2131,0.6957813851597222,3
286148,0.6953010138125001,3
11244,0.6950415163229162,2
11119,0.6945066623229166,2
65055,0.6943307543020825,2
5238,0.6939656064270823,2
10312,0.6937712698333343,1
55971,0.6935032338124998,3
4343,0.6933765320104159,2
841,0.6933643490972224,3
6102,0.6931864137291663,2
4214,0.6931763931041663,2
51365,0.6929150206666668,1
55832,0.6916083680922611,7
6238,0.6914500613854165,6
5156,0.6913626875624996,4
9735,0.6911715255000006,1
63979,0.6906657841458332,2
90141,0.6903831594166663,2
57473,0.6896209092395833,2
6502,0.6892786600486113,3
9079,0.6890896376562511,2
483,0.6888867800277777,3
647190,0.6886170424375013,1
10079,0.6882944243437503,2
5138,0.6882375719375,1
253039,0.6882303361302082,4
1069,0.6877410826041643,1
387921,0.6875738099930558,3
85013,0.6875704679583325,1
83540,0.68723846375,1
79188,0.6871576327343742,4
23126,0.6869674808333337,2
2219,0.686817853312502,1
55425,0.6862307665625,5
10981,0.6853204232916656,2
219771,0.685214746808333,5
9044,0.6839840417083343,1
3676,0.6836937962986113,3
962,0.6832934262604167,2
406886,0.683100944666668,1
3321,0.6830554061145829,4
51465,0.6829069094965275,6
10149,0.6825958265625003,1
27031,0.6825924009531259,4
2776,0.6824634146666657,5
81553,0.6823066632430553,3
54875,0.6821873519739583,4
201895,0.6821288269916665,5
7098,0.6818868226666667,3
4222,0.6816645733541664,1
196883,0.6813604775833326,1
3489,0.6812674803749985,1
7474,0.680753806197917,2
695,0.6807413185000009,1
64429,0.6804152437499988,1
153241,0.6800773159687494,2
5129,0.6792828291458339,1
602,0.6792466070000003,2
51014,0.6789446718333321,2
56603,0.6785927445416668,2
56270,0.6783797063333328,1
55015,0.6775881020416659,1
27303,0.6773481110476184,7
100506473,0.6772062596250006,1
27350,0.6771339715624975,1
55706,0.6771083307083334,2
54802,0.6770797411041665,1
100131755,0.6770190469291666,5
644192,0.6768313113333342,1
6497,0.676249896083333,2
1459,0.6758785421145834,2
80034,0.6752717334930556,6
51134,0.6750847239583333,2
284996,0.6746560500833327,1
55080,0.674332630843749,2
4093,0.6741877209687501,2
55608,0.6740154352708335,4
4783,0.6732293405416687,1
6328,0.6724935330624997,1
595,0.6723662892291671,2
9668,0.6720182520208331,1
79137,0.6719848816302081,4
160428,0.6712416813194445,3
3574,0.6704560419166659,1
122553,0.6704204691875004,1
23325,0.6704192348402783,3
11234,0.6702066693124991,1
9851,0.669350043083333,1
54537,0.6691119089583335,1
51633,0.6689796748124985,1
4171,0.6682206228958307,1
26153,0.6681983010416674,2
57826,0.6681121673645838,2
83448,0.6680423599999998,2
64946,0.6680120888333332,1
257415,0.6677099945104171,2
2091,0.6676860216666682,1
132789,0.6672043625208337,1
9743,0.6666489096041666,4
643641,0.6657699914895829,2
183,0.6654000094166648,1
10541,0.6651234919270816,2
64207,0.6651231206041626,1
6733,0.6648225100590275,6
26471,0.6646484357499993,1
6731,0.664463863458333,6
829,0.6644067059374998,2
80243,0.6640246702760413,4
55716,0.6638588345208332,1
7776,0.6635132566770832,2
342892,0.6634306244999988,1
56833,0.6633245830312502,2
9517,0.6627985005624997,5
130827,0.662628203161459,4
23527,0.6624676583402779,3
9533,0.6624616006979167,2
8707,0.6624356503125002,2
100287569,0.6619115313333335,2
116135,0.6612911179583332,1
11127,0.660890496760417,2
493911,0.6593679157708339,1
1894,0.659144497965278,3
5296,0.6591180838958334,4
55634,0.6586647578020832,2
51692,0.657598906312499,1
126272,0.6571562209583348,1
169200,0.6562948961041665,3
1806,0.6562635360833341,3
23635,0.6562616115138893,6
55686,0.656252563229166,2
11216,0.6561397944010416,4
1847,0.6560973196041666,1
91687,0.6560891131562501,2
10212,0.655955058958333,1
761,0.6558113841666628,1
8693,0.6557417170104163,2
9843,0.6556603771770835,2
220,0.6548503146041673,2
1997,0.6547022504375004,2
166929,0.6538553201319443,3
55757,0.6537653909375003,7
205,0.6536311856250006,4
23048,0.6530371978541667,4
4818,0.6523904356458345,1
55296,0.6522784992499995,1
56990,0.652178989506945,3
3925,0.6521511787916667,3
28514,0.652115013645834,2
2241,0.6519146121527782,3
57560,0.6517435743749995,5
51388,0.6511632332499993,2
80279,0.6509348086875013,1
170689,0.6507411834166661,2
9792,0.6507203975625009,2
27115,0.6502527912499997,3
22838,0.6499824618750001,1
55589,0.649595200013889,6
81844,0.6494787091458356,1
51626,0.6491058000260419,4
5792,0.6489647173854171,4
85001,0.6487204365312511,2
57493,0.6486454271874997,2
8089,0.648176353416666,1
79088,0.6481554508750014,1
8436,0.6475632018958333,2
1318,0.6474771532916677,1
100506114,0.6472243466250029,1
4654,0.6467315936458347,1
965,0.6466404681041669,5
9188,0.6465470576770835,2
131583,0.6462181583958331,2
116064,0.6460000582500007,2
84695,0.645901007770834,1
305,0.6456609490833327,1
79817,0.645654155348958,4
8462,0.6455858700104162,2
22974,0.6452289260833326,1
54962,0.6450730269166662,1
29100,0.6448765517708335,1
5100,0.6444219404999996,1
55022,0.6444162112777782,3
22902,0.6443465737708328,7
54454,0.644303088652778,3
2629,0.6433028923750017,1
286133,0.6431814669583332,3
84058,0.6431804538958334,1
206358,0.6423927853333325,2
143689,0.6417492830833327,1
10480,0.6412378139666669,5
80270,0.6410138361666666,1
11213,0.640752258472222,3
51545,0.6407359311249987,1
4287,0.6406608464136906,7
25796,0.6406484302812498,4
8795,0.640216971152778,3
89970,0.6401692030833322,3
55356,0.6398570339374992,1
85028,0.6394143983263888,3
101929668,0.639364893666666,1
134637,0.6390561167291672,2
8800,0.6386928235416669,2
153339,0.6386306323020818,2
5082,0.6386229488854176,2
6297,0.6386173496041665,1
8792,0.6383366067604166,2
7072,0.6379924319613097,7
23301,0.63754924371875,2
84632,0.6363395807708341,1
51542,0.6362404510347218,3
25913,0.6360960550729162,2
90102,0.636036579275,5
670,0.6358766851041677,1
57508,0.6350778150625,1
6778,0.6350373446354172,2
9197,0.6350098090624994,4
23348,0.6348163606291666,5
10559,0.6345540964374985,1
26118,0.6345288486708331,5
948,0.6344769086958325,5
26469,0.634439544763889,3
166815,0.6342538512916667,1
23193,0.6341526937291677,2
145553,0.6340119225416672,2
64108,0.6338708363958339,1
989,0.6335348496562496,4
3140,0.6330598827256945,6
51705,0.6330583474722239,3
2615,0.6326779482291673,1
219541,0.6320096380729163,2
10765,0.6308796010374997,5
4085,0.6306344247152779,3
55008,0.6305751969374995,2
3588,0.6304193192916658,1
285830,0.6303165600625,2
4223,0.6302828701249998,2
2252,0.6302689040156253,4
85403,0.6300403821458334,1
10000,0.6297839949345237,7
658,0.6295913276249995,3
3937,0.6288624229444442,6
1407,0.6284065214791674,1
7043,0.6283784601354163,2
11179,0.6278489921093746,4
9988,0.627837893833334,1
91860,0.62746842505,5
9716,0.6272279753177082,4
54558,0.6269805914322915,4
358,0.6269115785000041,2
7767,0.6268439139208326,5
57120,0.6264608271958334,5
51000,0.6263970771562495,2
84343,0.6263760373819441,3
1536,0.626316136083333,4
11232,0.6261651703541657,1
102724165,0.6260561812916672,1
9208,0.6259732431064813,9
9337,0.6258157566666668,3
81602,0.6256535456927083,4
81621,0.6256249105069455,3
57691,0.6253013007916666,1
4781,0.6251642416979172,8
7026,0.6251438911527786,6
197370,0.6244579953749998,1
51135,0.6233529132291649,1
51148,0.6223942017500006,2
9638,0.6216792986562498,2
8507,0.6216606830624998,2
84498,0.621580980864584,2
25894,0.6214518401041667,1
9470,0.6212402660781249,4
84206,0.6211870643958339,1
873,0.6209675911874992,1
5899,0.6206183391458322,2
94031,0.6205895808437494,2
23760,0.6204642010625001,1
2580,0.6203468641770824,2
951,0.6202537223749996,2
51057,0.6201352925312502,2
112858,0.6198359379687494,2
54518,0.6196458632708326,3
56648,0.6195189870972216,3
221272,0.6195141055833342,1
64115,0.6192825866354161,2
282809,0.6192565601458329,1
54495,0.6192125802499999,2
56951,0.6185468640104164,2
54209,0.6178362430833335,1
54780,0.6177515347395829,4
26123,0.61773963615625,2
84131,0.617530026215277,3
79930,0.6174800691666671,2
26050,0.6170238645312505,2
55374,0.617013387104167,1
51447,0.6165939617291656,2
389765,0.6165731390833349,1
219348,0.61632371853125,2
79003,0.6161761562708339,1
639,0.6160018557847221,3
55119,0.6159963391145835,2
11335,0.6159105037760424,4
132430,0.615901431583334,1
23116,0.6156272860208345,1
494150,0.615578240145835,1
55501,0.6155156437916669,2
2782,0.6148707830486103,3
29994,0.6147863617291662,1
3082,0.6142416944833338,5
4666,0.6139651640208346,3
84920,0.6138649977333334,5
30835,0.6135250109791658,3
2023,0.6132794407447919,4
4618,0.613096084166667,1
57419,0.6130438025833325,2
400579,0.6127497500624999,2
10154,0.6115253230624997,4
92345,0.6110274852916655,1
1200,0.6109611151510419,4
144233,0.6109077273124992,1
5793,0.6107498673489586,4
376267,0.6100077189062492,2
11314,0.6094832499791666,3
5373,0.6093610349583329,1
360,0.6093225873263889,3
4939,0.6092641704236113,3
80022,0.6082322120347222,3
2966,0.6081424326249992,3
285464,0.6076616480416654,2
701,0.6073415766458337,1
1534,0.607297786491666,5
3149,0.6072629874791666,2
9365,0.6064292938750011,1
284129,0.6063958385208332,1
83604,0.6063369136145829,2
2078,0.6060295355833332,4
83935,0.6060178995624996,1
3309,0.6055071326770838,2
9919,0.6054490389999989,1
754,0.6051760735416654,1
100874032,0.6050924685208319,1
3178,0.6049258670749997,5
10478,0.6045947885625003,2
6526,0.604418539505209,4
85440,0.6039673654479163,2
79959,0.6037501299895829,2
57561,0.6032441028958324,1
6218,0.6027257715972242,3
65110,0.6026821379531251,4
7462,0.6026515963854167,2
8942,0.6025866406614588,4
114659,0.6021948750416675,1
8642,0.6017054401458322,2
1207,0.6014682691562507,2
121642,0.6014255132291666,1
2825,0.6013933137500018,1
2731,0.6012396227500001,1
653319,0.6011869606041667,1
10350,0.6010162123402778,3
3952,0.6006405242291666,1
23484,0.6000688828020841,2
9828,0.6000464037500004,1
115426,0.5998462499166672,1
3930,0.5997733680833335,1
167227,0.5991812973697922,4
9766,0.5990511883125,1
140883,0.598878681923611,3
143879,0.5987668065833347,1
135293,0.5987412898958328,3
55691,0.5982159733255211,8
80727,0.5980429832291669,1
81706,0.5979251235625025,1
55888,0.5978012829479163,2
23143,0.5976178390625008,3
5898,0.5976065648229163,2
6785,0.5973607329375001,1
2483,0.5966946793854175,2
8508,0.596204778947917,2
4828,0.5959942517916668,1
55707,0.5958458610937489,2
7404,0.5958148740277771,3
152559,0.5956314586250004,2
138241,0.5956033585625006,3
23526,0.5955810837291664,2
9204,0.5955570550312498,8
10390,0.5954950666875006,3
7798,0.5954286781416667,5
220594,0.5952897011145823,2
57198,0.595217305489583,2
89890,0.594489571020834,2
283588,0.5941832943958327,1
162394,0.5939373416979167,6
51504,0.5938694829583309,1
100507062,0.5935969646770832,2
375387,0.5933213166875007,1
10926,0.593083838979167,1
26043,0.5928320890104173,2
51030,0.5926792184791667,1
220323,0.5920873256458332,2
84168,0.5919924868680554,6
23787,0.5918622721666669,1
51734,0.5918558859166652,1
64418,0.5913635166666666,2
55719,0.5912978358072927,4
51351,0.5912763658750003,4
8859,0.5910781806041671,3
85012,0.5908940046041664,1
10467,0.5906667745208356,1
6343,0.5905181207500005,1
4175,0.5903231854687503,2
51569,0.5903170024722222,3
55071,0.5900403375104166,2
55227,0.5899800696041666,2
5002,0.589916205291666,1
123036,0.5898776076805554,3
9639,0.5888830117656243,4
375757,0.5886760027083326,1
22859,0.5886184987569444,3
57018,0.5885660709166668,4
55692,0.5883213222749988,5
5111,0.5881699370833324,1
11340,0.5881694928333321,1
3628,0.5880195985416661,1
57403,0.5875548067708327,2
3400,0.5874297127291669,5
23214,0.5871314749166667,2
4247,0.5869529551736116,3
84689,0.586581267583334,1
64065,0.5863344718458334,5
126,0.5856246944583319,1
90634,0.5855940232213542,8
124,0.585526746708334,1
613212,0.5853085341250002,2
163081,0.5851411174062499,4
400073,0.5848793779583329,3
4678,0.5847274501874997,3
79961,0.5845996040104162,2
51077,0.5844138838750003,4
340085,0.5841760405416663,1
7696,0.5840507471250005,1
5139,0.5839186345625003,4
55640,0.583371710798611,3
84317,0.582882651645833,1
6611,0.5825699962708342,1
3357,0.5818446716041668,1
55793,0.5815973986250005,2
23765,0.5814387494583328,4
29028,0.5811013025052079,4
6132,0.5811001106250018,1
285237,0.5810565124427081,4
1508,0.5807147369166673,5
1101,0.5804955700000001,1
9315,0.5803926560677087,4
55454,0.5801135710694444,3
2920,0.5798602519583337,3
23231,0.5797882794843755,4
10144,0.5794597004416666,5
3646,0.5793677076458312,2
400946,0.5789854915416672,1
39,0.5787502555416664,1
93589,0.5786304798125004,2
23677,0.5784375894583338,2
113246,0.5781106779166674,1
10351,0.5773654923125009,3
54876,0.577310488791667,3
285550,0.5769275737500003,3
203522,0.5768210133958331,1
23259,0.5767644660625004,1
1903,0.5766155247187508,2
84924,0.5760717382916658,1
10973,0.5760093876041674,2
3597,0.5757208897864583,4
4773,0.5754646120572916,4
8434,0.5752770867750001,5
5427,0.5752324199791667,1
10170,0.5751812471111108,3
1998,0.574437946000001,3
9775,0.5743397847083331,1
340578,0.5742453672291665,1
7941,0.573755513,1
57234,0.5737406228993057,6
57542,0.5731781437361113,3
4017,0.5730582134114581,4
29091,0.5730187329010414,4
7520,0.5727524468680557,3
84312,0.5724295110312507,2
8985,0.5722695506041671,1
5984,0.5722225327083335,1
85363,0.5721399244062502,2
148156,0.5716867589375001,1
4038,0.5713956639166673,1
4174,0.5712792512187492,2
133308,0.5710165623750006,2
387032,0.5705887799791665,1
5295,0.570588132118054,3
27330,0.5705856970781251,4
26586,0.570383407260417,4
79828,0.5702147554513887,3
152273,0.5701950596874994,2
253832,0.570018232635416,2
57728,0.5696130305694445,3
100293516,0.5691268239583342,1
51012,0.5689845180277778,3
57498,0.5689595347,5
3692,0.5687157619166667,1
8611,0.5685035637291662,2
83595,0.5679278172708329,2
8654,0.5677643195052084,8
84100,0.5676288830208323,2
85461,0.5671240820347215,3
100289098,0.5671025691875009,1
1124,0.5664568151805557,3
79893,0.5664353367395831,4
7110,0.5663338346284724,6
8492,0.5659945771041663,2
7153,0.5654965560763887,3
10451,0.5652033826527779,3
983,0.5648467921875003,4
11332,0.5648100045729167,2
28962,0.5641679178854175,4
114088,0.5639399678020833,2
9508,0.5637654742708338,1
7739,0.5637331910833332,1
79042,0.5637075501458346,1
10863,0.5636955226093752,4
3459,0.5635617111180556,3
892,0.5635520408541665,2
135112,0.5632979079930559,3
152831,0.5629755564374999,2
58524,0.562782474333333,2
10867,0.5622040982187503,2
23741,0.5619759844236109,3
100,0.5619708382187492,2
79866,0.5619296170625008,1
1311,0.5619144295624996,1
56929,0.5615514707083316,1
23478,0.5615511778124995,2
221037,0.5614860242465276,6
10461,0.5610535231805555,3
10972,0.5609344059444442,3
84933,0.5608853335624984,1
84680,0.5608584930208331,1
2054,0.5605961770520832,2
7494,0.5605177719270844,2
6902,0.5605111929166675,1
54497,0.5604175709166663,2
728819,0.5603160683124995,1
5176,0.5601615895833376,1
54585,0.5597179434218745,4
6136,0.5596300465277769,3
375248,0.559521290052083,2
157695,0.5593876502291666,3
51768,0.5591917281875002,3
55127,0.5587431176916657,5
2760,0.5587124069255949,7
7205,0.5582193689166668,2
114134,0.5574067842541667,5
51084,0.5573874500208342,1
2551,0.5570813067500002,2
4642,0.5569493467916675,2
10181,0.5566926860677082,4
6814,0.556544350583333,2
5580,0.5564710905416668,1
54939,0.5561926652708338,3
4940,0.5560783180937507,2
26009,0.5558095292812495,2
643977,0.5557317933124997,2
5786,0.5556791292361107,3
26799,0.5556423481875004,2
92689,0.5553285450000005,2
7112,0.5552743784333336,5
144108,0.5552714453958343,2
653188,0.5543914030208326,1
3156,0.5540997540104171,2
10797,0.5539026774895839,2
799,0.5538665998854171,2
79664,0.5536644015520831,4
3965,0.5536136010625006,1
10096,0.5535166719541664,5
6709,0.5533014135791673,5
150274,0.5529860198541661,1
101927263,0.5528938150416662,1
2581,0.5528187354791665,2
5782,0.5527361897708337,3
1824,0.5525769635104166,4
10443,0.551990168392857,7
1650,0.5519086662708341,2
101930415,0.5517385012083338,1
64135,0.5511092390972219,3
54503,0.5510117481770835,2
678,0.550994931953125,4
51274,0.5508456748177089,4
5728,0.5505114648411467,8
10491,0.5504147142499995,5
6201,0.5503071770833339,2
54790,0.5500205039722224,3
79095,0.5498007655677081,4
9686,0.5497630753958336,2
90589,0.5491351523229163,2
54625,0.5476730847291669,2
100190939,0.5473933772249999,5
219899,0.5472604515208332,3
22914,0.5467572004583332,2
8664,0.5465933185416656,1
54906,0.5460464583020833,4
10520,0.5446228108333333,1
1901,0.5443353483750002,1
64858,0.5439815179687495,2
1155,0.5439683542499996,3
6277,0.5438881845312507,2
490,0.5438715659861119,3
388796,0.5436960727083333,2
5921,0.543669009270833,2
92949,0.5432285902083335,6
7398,0.5431998705000018,2
90321,0.5430993044583321,1
3267,0.5430807800041669,5
84771,0.5427168313333328,1
653390,0.5425720201249997,1
800,0.54254485892803,11
1070,0.542333014145834,1
2114,0.5420914373263889,3
1514,0.5420546517916627,1
53938,0.5417600602499988,1
84986,0.5412509309097224,3
22998,0.5410137992291673,4
2941,0.5408015462708335,2
29896,0.5406993698333336,5
6035,0.5404856739999992,2
389677,0.5404046769687496,2
51175,0.5398387513958331,2
192669,0.5397682852656255,4
23468,0.5395665878055554,6
94101,0.5387189622222225,3
653121,0.538693706479167,1
22903,0.5385192572499999,1
26084,0.5381487291805555,3
6645,0.5381121211339286,7
147179,0.5378763150833331,4
6167,0.5378548355208344,4
8450,0.5371028230156247,4
280,0.5349152449166663,1
2,0.5346669455729176,2
27163,0.5346479757552083,4
10134,0.5346207277083348,1
6059,0.5343979088854178,2
155400,0.5343094875572916,4
285172,0.5342484645781249,4
6558,0.5341299581145833,2
100499177,0.5340124262916675,1
4616,0.5338215651458333,4
130162,0.5336100578749998,1
9978,0.5332728654166665,1
9846,0.5331865371666673,1
387082,0.5331620785625013,1
133121,0.5329093466041668,1
2990,0.5326965404479155,2
6576,0.5326487164166682,1
56916,0.5326444305416667,1
84324,0.5318120149895842,2
57674,0.5313227181484379,8
5996,0.5312835967152779,3
84649,0.5311741606354161,2
57035,0.5311349863541679,2
79829,0.5309665542604167,2
440915,0.5306790648749997,1
51060,0.5306661722604178,2
5106,0.5306654359166667,1
5725,0.5304410666620375,9
114803,0.5304173662847214,3
684,0.5303678273749997,1
503693,0.5302690723958325,1
26468,0.5299188777500003,2
100505812,0.529781005520833,2
81034,0.5297804393541679,1
552,0.5296214618583333,5
199704,0.5294184815833338,4
55279,0.5292937196006945,6
28987,0.5290780474374994,1
114900,0.5289029153333336,1
54801,0.5287795659444448,3
54458,0.5278464387083321,1
79174,0.5278159785208327,1
3566,0.5276911048958342,1
94241,0.5276287939930556,3
10130,0.5275467991197909,4
10157,0.5275226724062498,2
10947,0.5274913490104172,2
51669,0.5274066931249983,1
440119,0.5270359135416662,2
5711,0.5268606623854171,2
84172,0.5268453920260415,4
1385,0.5268333752023805,7
27173,0.526649360104166,1
5292,0.5265928892083336,1
100505806,0.5265603473750002,1
25979,0.5264131628958317,1
85315,0.5263349112187499,2
494470,0.5262825789166667,3
8337,0.5260296054999998,2
54811,0.5260228110312504,4
51187,0.5260203426249985,2
969,0.5259726849791666,1
29957,0.5258929120520837,2
6133,0.5258095460416676,1
219333,0.5254649046979174,2
51248,0.5254132716666664,1
5214,0.5251839899374997,2
288,0.5251607683749994,5
115992,0.5251131920416672,1
53840,0.5248220018645833,2
284323,0.5247466959479168,2
22858,0.5246513236770833,2
55297,0.5245600230625005,2
10042,0.5244874201458334,2
6373,0.5237279870208336,2
2494,0.5236788421874997,4
2120,0.5231778445208336,4
51109,0.5231086349843751,4
9658,0.5228527981666664,1
53,0.5223633495624993,1
92815,0.5223044577395834,2
84886,0.5221693649791668,1
5336,0.522092584723958,4
56911,0.5220475281041672,1
5925,0.5217486789166672,2
11142,0.521668595625,1
56940,0.5213336033125011,2
27122,0.5210496371916664,5
10125,0.5208469696666667,1
283659,0.5207029567986116,3
2744,0.5203471616874997,8
10695,0.5202962168958335,4
6184,0.5197612013541661,1
163782,0.5197153790833333,1
5228,0.5195596350208329,2
8898,0.519306402298611,3
9528,0.5192784329062505,2
55754,0.5191653126736101,3
6422,0.5189298934010416,4
1415,0.5187098393749998,2
83452,0.5185687036666673,1
8879,0.5184269321944447,3
29956,0.5181951269791671,1
64853,0.5176679356666662,2
25873,0.5176473143749991,1
23708,0.5175355181666674,1
81875,0.5175119228819444,3
1295,0.517385924680556,3
29107,0.5171946580833344,1
79815,0.5171215012013884,3
54700,0.5170701330138897,3
10325,0.5168908162500006,1
148254,0.5167473820989579,4
375033,0.516357399374999,1
4351,0.5162742049583322,2
56241,0.5159853287395832,2
53340,0.5159295521249998,1
10217,0.5155437500333336,5
55069,0.5152310659583343,2
8988,0.5150997610416681,1
3560,0.5148351727708333,1
3430,0.5148248356041671,1
23515,0.5146752645833335,1
9295,0.5146123814791667,4
4832,0.5139935576458328,1
89845,0.5137724225625,2
29940,0.5137110947499998,3
182,0.5137100078666664,5
29945,0.5136086543229159,2
10137,0.5134280576979178,2
1296,0.5131337675520834,2
2526,0.5130917569999998,2
10160,0.5129370383875005,5
10558,0.5127507519270829,4
6464,0.5127184010416674,2
57648,0.512133101729165,1
130132,0.5119937712604166,2
143684,0.5118507678333326,4
441441,0.5113143851041664,1
6474,0.511101164027778,3
3339,0.5110164671770847,2
378708,0.5109116398333331,1
374986,0.5102827456875012,2
121665,0.5102469808458338,5
9184,0.5100892551458341,6
22981,0.510026989979167,1
51071,0.5092427095208336,1
100506783,0.5091270835000001,1
2113,0.5090884549097222,3
80205,0.5090046652083332,7
152189,0.5089900402708336,1
113791,0.508799298826389,3
55904,0.5085905022708331,3
84230,0.5085409277916668,5
3921,0.5083819564583347,1
5286,0.5083606001339288,7
11235,0.5083550455000001,1
23521,0.5083497199583323,5
100506012,0.5082365930520836,2
221154,0.5081306691666647,1
23462,0.5080312604166695,2
6135,0.5078046485416685,1
567,0.5077395891041654,3
349196,0.5076988038541668,1
57050,0.5074572208124994,1
3995,0.5073286672187503,2
3911,0.5072503044791663,1
1657,0.5072184362291678,2
79089,0.5071223802291662,1
55737,0.5070071348833339,5
64421,0.5068220830500001,5
10381,0.5067146234791657,2
9253,0.506709662114583,2
5519,0.5064165881416673,5
2264,0.5062296008645835,4
54994,0.5060871770416661,2
93408,0.5059058491041671,2
4058,0.5055760769895834,2
6695,0.5054917799791658,1
7534,0.5054655644249995,5
26005,0.5053210576927082,4
3764,0.5052674669374988,2
23201,0.5049119713229167,2
1240,0.504632751347223,3
51091,0.5045750961166664,5
57670,0.5045680928958332,3
387644,0.504385456062499,1
318,0.5042145493333354,1
55000,0.5040184673749993,5
148479,0.5039532958124999,1
1595,0.50374660678125,2
103910,0.503686851458335,1
9830,0.5028710579499998,5
377,0.5026968555277787,3
196740,0.5026002760868056,6
120892,0.5024079232500007,1
25923,0.5019862137083337,3
3454,0.5015817550624997,4
1368,0.501407485895833,6
55780,0.5010862005416667,1
100288152,0.5007646520416671,1
81617,0.5004837209652783,3
493,0.5002411157847219,3
101927279,0.4998079935208337,1
54947,0.49975092372916674,4
51132,0.4994545635729155,2
7128,0.499453309531249,2
25963,0.4993217723489582,4
597,0.4992817618541667,1
150094,0.4991097845624991,2
1495,0.49891694860000035,5
286205,0.49845056872916693,3
64963,0.4983074023333338,2
858,0.4982988619374991,3
7586,0.4981979704895829,4
692205,0.4981506063958347,1
9678,0.49811551344791694,2
83930,0.4980570563750017,1
221035,0.4979348949895832,2
55254,0.4965329129635412,4
51426,0.4963180192222219,3
56892,0.4961620882291688,1
2660,0.4958584343541687,1
54502,0.4958308005458335,5
90416,0.49560275685416677,3
83892,0.49547030424999994,2
23480,0.495317396416663,1
23232,0.4948609965312501,2
55180,0.4942268956791668,5
54810,0.49407108357291585,2
100874034,0.4940480586874995,1
26278,0.4937418148958361,1
129401,0.4934957066458336,1
148534,0.49312070240624895,2
101926960,0.4928818662291667,1
10026,0.49271964783333316,3
93343,0.492111547854166,1
3137,0.4920744441874998,1
8099,0.4917312920833332,1
54884,0.4916432349479174,2
84267,0.49150474037499947,2
4035,0.4911296694895836,4
8100,0.4909526846458343,1
56129,0.4908634233749995,1
330,0.49078208167708376,2
26276,0.49077005077083324,2
3251,0.49058647720833265,2
254170,0.49054949641666656,2
4172,0.4904134741250008,1
2908,0.49000342425416576,5
56919,0.4899935121770831,2
6993,0.489806865416666,1
54741,0.48944740494270755,4
23258,0.489007450979166,1
54861,0.4888382823888893,3
4008,0.4885963321458328,4
84417,0.4883842509375,1
26152,0.4877830778645835,2
125058,0.48750341177916684,5
7018,0.48739719475520804,4
5979,0.48681893849999974,3
30008,0.48672202491666683,2
100505915,0.4866876861666656,1
7594,0.48666148545833376,2
55061,0.4866255708888887,3
3096,0.4866240271770826,2
100505967,0.4862631752708335,1
6873,0.48624432495833325,2
4238,0.4860473110208338,3
23370,0.4857655900208337,1
10961,0.4856069628541668,1
84817,0.48542399058333263,2
22920,0.4853145917291659,1
6448,0.48514943834375046,2
6817,0.4850214771388881,3
2121,0.4850156554722222,3
10799,0.4849230538750007,1
7075,0.4847797762708337,2
114224,0.4845811885416662,1
101929465,0.4844769368958328,1
152518,0.484195576687501,1
3201,0.483945176104168,1
896,0.48392806636458285,2
9374,0.48358480213194444,3
2746,0.4834560747812491,2
85462,0.4834457054791667,1
442578,0.4831336086666669,1
54629,0.48312983045833435,4
7295,0.483101859583334,2
6455,0.4830767407083343,1
10403,0.482818877791666,1
80216,0.48237323246874975,4
6636,0.4821477420416666,1
6351,0.4818992404375,1
6152,0.48178527010416783,2
57633,0.4816831063333335,1
3073,0.4812858607968744,4
6004,0.4812811991111108,3
5636,0.4812588845416679,1
55165,0.4811840487499998,1
537,0.4807596726041652,1
26036,0.4807040217499998,5
3002,0.4806402625000006,1
6206,0.480634558958334,1
66008,0.4806015408854156,2
7227,0.48034360753125016,4
8277,0.4802869044895831,2
10367,0.4802829545416642,1
11137,0.4798024490486113,3
10535,0.4796529033541663,1
8607,0.4796427224583324,1
80821,0.47953129324583366,5
64215,0.4795309438333344,3
375341,0.47923449627083303,2
79713,0.4791349564791671,1
6936,0.4787436301041659,2
54499,0.47857512581249995,4
2073,0.4782010190833334,1
55313,0.4779309608194442,3
90550,0.4777558651041662,1
134265,0.47763142566666567,2
3291,0.4767181239791669,1
90338,0.47661860383854215,4
79695,0.47660112619791667,2
29982,0.47636022178125037,2
200424,0.47633240401388893,3
7769,0.476122884380208,4
25800,0.4761121021197916,4
26137,0.47582083720312474,12
27143,0.4757205016666663,1
706,0.4754912177916646,1
51031,0.4753930406041649,1
10473,0.475390702770832,3
