Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of sodium ion transport (GO:0002028),6/36,0.0012133181895574,0.1056762541134253,0,0,5.741666666666666,38.55182580841712,NEDD4;PKP2;NOS1;GPD1L;SCN1B;SNTA1
GO_Biological_Process_2021,regulation of skeletal muscle contraction (GO:0014819),3/7,0.001225654952634,0.1056762541134253,0,0,21.46444444444445,143.90364393974946,DMPK;DMD;KCNJ2
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),15/180,0.001247566888839,0.1056762541134253,0,0,2.626765391471274,17.564024694050385,BCAR3;SMAD3;INSR;FAF1;MID1IP1;NR1H2;TYRP1;SAMD4A;HBB;SORBS1;CTDNEP1;MLXIPL;FABP3;FXR2;CHP1
GO_Biological_Process_2021,cellular response to arsenic-containing substance (GO:0071243),4/15,0.001325451612666,0.1060361290132854,0,0,10.418667386026437,69.03411133168677,GSTO1;HSF1;MKNK2;PPIF
GO_Biological_Process_2021,membrane repolarization during cardiac muscle cell action potential (GO:0086013),4/15,0.001325451612666,0.1060361290132854,0,0,10.418667386026437,69.03411133168677,YWHAE;KCNA5;KCNN2;KCNJ2
GO_Biological_Process_2021,positive regulation of metabolic process (GO:0009893),11/113,0.0015892110784706,0.1237007542160956,0,0,3.1075638651262603,20.02674990679198,ACHE;PRKAB2;CEBPB;INSR;HSF1;PEMT;G0S2;ESRRG;AGPAT1;ACACB;VEGFA
GO_Biological_Process_2021,regulation of oxidative phosphorylation (GO:0002082),4/16,0.0017202186197144,0.1303744638099376,0,0,9.549950544015823,60.78833736383172,MLXIPL;PINK1;PPIF;ABCD1
GO_Biological_Process_2021,regulation of sodium ion transmembrane transporter activity (GO:2000649),6/40,0.002132184552351,0.151735789178788,0,0,5.065126050420168,31.153605887663364,NEDD4;FXYD1;DMD;GPD1L;SCN1B;PTPN3
GO_Biological_Process_2021,negative regulation of ERBB signaling pathway (GO:1901185),6/40,0.002132184552351,0.151735789178788,0,0,5.065126050420168,31.153605887663364,RNF115;RNF126;DUSP3;EPS15L1;EPN1;PTPN3
GO_Biological_Process_2021,negative regulation of ATPase activity (GO:0032780),4/17,0.0021896994534492,0.151735789178788,0,0,8.814882446929925,53.98226059863219,PLN;PAM16;PPIF;TNNI3
GO_Biological_Process_2021,striated muscle contraction (GO:0006941),7/54,0.0022128135921906,0.151735789178788,0,0,4.278308019152108,26.155395236679134,MYLK2;JSRP1;MYH14;DMD;TNNI3;NOS1;SCN1B
GO_Biological_Process_2021,peptidyl-serine phosphorylation (GO:0018105),13/156,0.0025684016227177,0.1643156446057914,0,0,2.621872863978127,15.638086000678218,MAP2K2;DMPK;CAMK2A;DYRK1B;PRKCA;MAPK12;IKBKB;PINK1;MAPKAPK3;MAPKAPK2;MKNK2;PRKCQ;PKN1
GO_Biological_Process_2021,regulation of fatty acid biosynthetic process (GO:0042304),5/29,0.0026652584395606,0.1643156446057914,0,0,5.973873204556711,35.40986011902215,MLXIPL;PRKAB2;MID1IP1;NR1H2;WDTC1
GO_Biological_Process_2021,negative regulation of metabolic process (GO:0009892),7/56,0.0027339783889525,0.1643156446057914,0,0,4.103257398339365,24.217414682261435,STK11;NR1H2;PLCL1;ACOT11;NPR3;HOXC10;MAP2K6
GO_Biological_Process_2021,cell migration involved in sprouting angiogenesis (GO:0002042),4/18,0.0027405557546811,0.1643156446057914,0,0,8.184824077999153,48.28714351487353,GREM1;NR4A1;SRF;VEGFA
GO_Biological_Process_2021,protein dephosphorylation (GO:0006470),12/139,0.0027660772192432,0.1643156446057914,0,0,2.72327445555792,16.04097195828,CTDNEP1;FAM220A;STK11;MTMR3;DUSP3;PPTC7;PGP;PPM1J;SBF1;DUSP26;DUSP13;PTPN3
GO_Biological_Process_2021,negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394),3/9,0.002795648120029,0.1643156446057914,0,0,14.308148148148147,84.12749438231621,GREM1;PMEPA1;SMAD7
GO_Biological_Process_2021,one-carbon compound transport (GO:0019755),3/9,0.002795648120029,0.1643156446057914,0,0,14.308148148148147,84.12749438231621,SLC14A1;CA2;UPK3A
GO_Biological_Process_2021,cardiac muscle cell action potential (GO:0086001),5/30,0.0031104135749138,0.175717800573326,0,0,5.734621099554235,33.105965195429185,YWHAE;PKP2;DMD;KCNJ2;SCN1B
GO_Biological_Process_2021,positive regulation of cellular catabolic process (GO:0031331),12/141,0.0031116693851526,0.175717800573326,0,0,2.6807737970528667,15.475023875305183,PFKFB2;PFKFB1;MLXIPL;STK11;PLEKHF1;INSR;FAF1;FURIN;ABCD1;OPTN;SH3D19;PNPLA2
GO_Biological_Process_2021,fatty acid transmembrane transport (GO:1902001),4/19,0.0033792872432758,0.1871605242429727,0,0,7.638773491592483,43.465312220224085,PRKAB2;MID1IP1;ACACB;ABCD1
GO_Biological_Process_2021,negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059),6/44,0.0034979367676096,0.1900765639757722,0,0,4.531015037593985,25.62552699444465,RNF115;RNF126;DUSP3;EPS15L1;EPN1;PTPN3
GO_Biological_Process_2021,retinoic acid receptor signaling pathway (GO:0048384),3/10,0.0038937237526717,0.2060289536211392,0,0,12.263492063492064,68.04262834607648,TBX1;RXRA;RXRG
GO_Biological_Process_2021,heart development (GO:0007507),13/164,0.0039538842374623,0.2060289536211392,0,0,2.481929990539262,13.73265969066403,TBX1;INSR;SRF;VEGFA;PDLIM2;SOX18;FLRT3;ERBB4;PKP2;RBM20;ALPK3;TNNI3;ZFPM1
GO_Biological_Process_2021,cellular protein modification process (GO:0006464),51/1025,0.0040061185426332,0.2060289536211392,0,0,1.5322598076299578,8.457970635353927,RAB3A;ST6GALNAC2;DUSP13;MYLK3;IKBKB;STK11;PIM3;FBXO6;SBF1;PDK2;FBXW4;PARP3;FBXW5;DYRK1B;PRKCA;DUSP26;CTDNEP1;MAPKAPK2;MFGE8;MTMR3;CAMK2A;PPM1J;ASB11;ASB12;ART3;ASB15;ASB16;FBXO40;MAN2A2;ASB10;MKNK2;ST3GAL6;ST3GAL1;IP6K3;WDTC1;UBL4A;DMPK;FEM1A;ZBTB16;INSR;FBXO32;RAB11B;FAM220A;PINK1;STK25;NEK10;PKN1;ASB2;PTPN3;PNPLA2;UBE2M
GO_Biological_Process_2021,cardiac muscle tissue morphogenesis (GO:0055008),5/32,0.0041574006373564,0.2064364454411483,0,0,5.309284023994277,29.11008886052952,MYLK2;PKP2;TNNI3;ZFPM1;SMAD7
GO_Biological_Process_2021,long-chain fatty acid transport (GO:0015909),5/32,0.0041574006373564,0.2064364454411483,0,0,5.309284023994277,29.11008886052952,PRKAB2;FABP3;MID1IP1;ACACB;ABCD1
GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)",57/1183,0.0047506388398639,0.2104060664688629,0,0,1.4832719815343955,7.93472812978749,RNF10;FHOD1;CITED4;RORC;HOXC10;IKBKB;SOX18;CD38;NOS1;PITX2;PITX3;LMO1;MAP2K2;TCF15;DYRK1B;KLF15;GREM1;IRF2;MAPRE3;ZFPM1;MPND;CEBPB;WBP2;SRF;MAZ;GPS2;RXRA;ERBB4;TP53INP2;DVL1;HSF1;ZBED1;LYAR;RXRG;ZBTB18;ESRRA;TBX1;MLXIP;ARNT2;SMAD3;NR1H2;ZBTB16;IRX3;GDF2;HMGA1;ZNF76;CHCHD10;NFATC1;ESRRG;VEGFA;SMAD7;MLLT11;POMC;MLXIPL;NR4A1;GDNF;NFIC
GO_Biological_Process_2021,positive regulation of ATP metabolic process (GO:1903580),5/33,0.0047655117153219,0.2104060664688629,0,0,5.119401400976438,27.370113508904304,PFKFB2;PFKFB1;MLXIPL;PINK1;INSR
GO_Biological_Process_2021,regulation of cellular metabolic process (GO:0031323),6/47,0.0048849475473193,0.2104060664688629,0,0,4.198824041811847,22.34444829513336,PINK1;RNF34;BCO2;AGPAT1;ACACB;PDK2
GO_Biological_Process_2021,nuclear envelope organization (GO:0006998),4/21,0.0049453554568472,0.2104060664688629,0,0,6.739396055157968,35.78151883974558,CTDNEP1;DMPK;VPS4A;EMD
GO_Biological_Process_2021,positive regulation of glycolytic process (GO:0045821),4/21,0.0049453554568472,0.2104060664688629,0,0,6.739396055157968,35.78151883974558,PFKFB2;PFKFB1;MLXIPL;INSR
GO_Biological_Process_2021,positive regulation of purine nucleotide metabolic process (GO:1900544),4/21,0.0049453554568472,0.2104060664688629,0,0,6.739396055157968,35.78151883974558,PFKFB2;PFKFB1;MLXIPL;INSR
GO_Biological_Process_2021,actin filament network formation (GO:0051639),3/11,0.0052199717383243,0.2104060664688629,0,0,10.73,56.3889751147514,FHOD3;FHOD1;SPIRE1
GO_Biological_Process_2021,carnitine shuttle (GO:0006853),3/11,0.0052199717383243,0.2104060664688629,0,0,10.73,56.3889751147514,PRKAB2;MID1IP1;ACACB
GO_Biological_Process_2021,regulation of mitochondrial depolarization (GO:0051900),3/11,0.0052199717383243,0.2104060664688629,0,0,10.73,56.3889751147514,MLLT11;MYOC;ABCD1
GO_Biological_Process_2021,inositol phosphate dephosphorylation (GO:0046855),3/11,0.0052199717383243,0.2104060664688629,0,0,10.73,56.3889751147514,INPP5A;IMPA2;INPP5J
GO_Biological_Process_2021,negative regulation of calcium ion transmembrane transport (GO:1903170),3/11,0.0052199717383243,0.2104060664688629,0,0,10.73,56.3889751147514,YWHAE;PLN;VDAC1
GO_Biological_Process_2021,phosphorylated carbohydrate dephosphorylation (GO:0046838),3/11,0.0052199717383243,0.2104060664688629,0,0,10.73,56.3889751147514,INPP5A;IMPA2;INPP5J
GO_Biological_Process_2021,positive regulation of macrophage differentiation (GO:0045651),3/11,0.0052199717383243,0.2104060664688629,0,0,10.73,56.3889751147514,IL34;HSF1;PRKCA
GO_Biological_Process_2021,regulation of ion transport (GO:0043269),8/79,0.0052601516617215,0.2104060664688629,0,0,3.237502627706537,16.98910396016464,KCNJ11;GDNF;CA2;NEDD4;KCNA5;NOS1;KCNJ2;RAB11B
GO_Biological_Process_2021,regulation of cardiac muscle cell membrane repolarization (GO:0099623),4/22,0.0058845840257807,0.22596802658998,0,0,6.364655456643587,32.685173989860694,NPPA;KCNA5;SCN1B;SNTA1
GO_Biological_Process_2021,regulation of membrane protein ectodomain proteolysis (GO:0051043),4/22,0.0058845840257807,0.22596802658998,0,0,6.364655456643587,32.685173989860694,FURIN;TIMP4;PTPN3;SH3D19
GO_Biological_Process_2021,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162),4/22,0.0058845840257807,0.22596802658998,0,0,6.364655456643587,32.685173989860694,RNF115;RNF126;NEDD4;VPS4A
GO_Biological_Process_2021,muscle cell differentiation (GO:0042692),5/35,0.0061664532198246,0.2336761220144077,0,0,4.777612679544329,24.31151013306552,TBX1;FBXO40;CHRNB1;NRAP;DMD
GO_Biological_Process_2021,positive regulation of ion transport (GO:0043270),6/50,0.0066384929428183,0.2360023824336032,0,0,3.9119318181818175,19.617830720737462,GDNF;CAMK2A;PKP2;ORAI1;GPD1L;SCN1B
GO_Biological_Process_2021,inositol phosphate catabolic process (GO:0071545),3/12,0.0067862053207823,0.2360023824336032,0,0,9.537283950617285,47.61835555807113,INPP5A;IMPA2;INPP5J
GO_Biological_Process_2021,lysine catabolic process (GO:0006554),3/12,0.0067862053207823,0.2360023824336032,0,0,9.537283950617285,47.61835555807113,OGDH;DLST;CRYM
GO_Biological_Process_2021,lysine metabolic process (GO:0006553),3/12,0.0067862053207823,0.2360023824336032,0,0,9.537283950617285,47.61835555807113,OGDH;DLST;CRYM
GO_Biological_Process_2021,positive regulation of sodium ion transmembrane transport (GO:1902307),3/12,0.0067862053207823,0.2360023824336032,0,0,9.537283950617285,47.61835555807113,FXYD1;DMD;NOS1
GO_Biological_Process_2021,regulation of cellular response to stress (GO:0080135),10/118,0.0068642101266332,0.2360023824336032,0,0,2.663284542027057,13.26697698005991,YWHAE;CEBPB;PINK1;MAPKAPK2;CAMK2A;HSF1;MLST8;MAPT;ABCD1;EIF4G1
GO_Biological_Process_2021,regulation of supramolecular fiber organization (GO:1902903),4/23,0.0069354224753061,0.2360023824336032,0,0,6.029361236920193,29.97263788224585,MAP1S;MAPRE3;MAPT;GBA2
GO_Biological_Process_2021,triglyceride catabolic process (GO:0019433),4/23,0.0069354224753061,0.2360023824336032,0,0,6.029361236920193,29.97263788224585,FABP3;FABP7;PNPLA4;PNPLA2
GO_Biological_Process_2021,regulation of cardiac muscle contraction (GO:0055117),5/36,0.0069653480926584,0.2360023824336032,0,0,4.623256482768538,22.96282587729889,PLN;NPPA;TNNI3;NOS1;SMAD7
GO_Biological_Process_2021,regulation of epidermal growth factor receptor signaling pathway (GO:0042058),7/67,0.0074543357662222,0.2496335698455807,0,0,3.3490809736711378,16.40701183063781,BCAR3;RNF115;RNF126;DUSP3;EPS15L1;EPN1;PTPN3
GO_Biological_Process_2021,neural crest cell migration (GO:0001755),5/37,0.0078338075169105,0.2536627382193948,0,0,4.478547548291234,21.71785024820014,TBX1;SEMA6C;GDNF;ERBB4;PITX2
GO_Biological_Process_2021,regulation of release of sequestered calcium ion into cytosol (GO:0051279),6/52,0.0080359177849757,0.2536627382193948,0,0,3.741459627329193,18.048180395354425,JPH2;JSRP1;GSTO1;DMD;NOS1;JPH1
GO_Biological_Process_2021,sprouting angiogenesis (GO:0002040),6/52,0.0080359177849757,0.2536627382193948,0,0,3.741459627329193,18.048180395354425,GREM1;NR4A1;SRF;VEGFB;RSPO3;VEGFA
GO_Biological_Process_2021,protein autophosphorylation (GO:0046777),12/159,0.0080602400191988,0.2536627382193948,0,0,2.350309493166636,11.330400076401904,MYLK2;STK11;PINK1;MAP2K2;MAPKAPK3;STK25;ERBB4;INSR;MAPKAPK2;CAMK2A;MKNK2;PIM3
GO_Biological_Process_2021,cardiac muscle cell differentiation (GO:0055007),4/24,0.0081031152486751,0.2536627382193948,0,0,5.727596439169139,27.58127898556554,IRX3;ALPK3;MYH11;VEGFA
GO_Biological_Process_2021,positive regulation of carbohydrate metabolic process (GO:0045913),4/24,0.0081031152486751,0.2536627382193948,0,0,5.727596439169139,27.58127898556554,PFKFB2;PFKFB1;MLXIPL;INSR
GO_Biological_Process_2021,transcription initiation from RNA polymerase II promoter (GO:0006367),11/140,0.0082025278025806,0.2540137642089487,0,0,2.453691758771777,11.785849286388862,ESRRA;NR4A1;RXRA;NR1H2;NPPA;MAZ;RORC;ESRRG;RXRG;NR2F6;TEAD3
GO_Biological_Process_2021,cardiac cell development (GO:0055006),3/13,0.0086022167028582,0.2607829905708619,0,0,8.58311111111111,40.81900494803379,ALPK3;MYH11;VEGFA
GO_Biological_Process_2021,negative regulation of autophagosome assembly (GO:1902902),3/13,0.0086022167028582,0.2607829905708619,0,0,8.58311111111111,40.81900494803379,PINK1;FEZ2;CHMP4B
GO_Biological_Process_2021,connective tissue development (GO:0061448),5/38,0.0087747084986256,0.261622071364094,0,0,4.342608852267099,20.566081922736625,HYAL1;ZBTB16;RORC;GDF2;DYRK1B
GO_Biological_Process_2021,positive regulation of cellular metabolic process (GO:0031325),9/105,0.0093772656033396,0.261622071364094,0,0,2.694226457399103,12.580601727243542,GREM1;INSR;DCXR;NR1H2;HPN;AGPAT1;ACACB;EIF4G1;VEGFA
GO_Biological_Process_2021,regulation of mitochondrial fission (GO:0090140),4/25,0.0093925950817732,0.261622071364094,0,0,5.454571145965804,25.46103078186648,PINK1;SPIRE1;MIEF2;MAPT
GO_Biological_Process_2021,ventricular cardiac muscle tissue development (GO:0003229),4/25,0.0093925950817732,0.261622071364094,0,0,5.454571145965804,25.46103078186648,IRX3;PKP2;TNNI3;SMAD7
GO_Biological_Process_2021,neuron development (GO:0048666),11/143,0.0095472006659172,0.261622071364094,0,0,2.397551224387806,11.152227001856254,LGI1;BTG2;GDNF;MYOC;FLRT3;LGI4;SRF;NEDD4;TMEM108;MAPT;GBA2
GO_Biological_Process_2021,regulation of potassium ion transmembrane transport (GO:1901379),6/54,0.0096331318231188,0.261622071364094,0,0,3.585193452380953,16.644428715145793,YWHAE;AMIGO1;NEDD4;KCNMA1;KCNN2;KCNJ2
GO_Biological_Process_2021,regulation of heart rate by cardiac conduction (GO:0086091),5/39,0.0097908505789148,0.261622071364094,0,0,4.214666550126737,19.49834112661678,YWHAE;PKP2;KCNA5;KCNJ2;SCN1B
GO_Biological_Process_2021,protein sialylation (GO:1990743),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,ST6GALNAC2;ST3GAL1
GO_Biological_Process_2021,atrial cardiac muscle cell membrane repolarization (GO:0099624),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,KCNA5;KCNN2
GO_Biological_Process_2021,cellular response to brain-derived neurotrophic factor stimulus (GO:1990416),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,TMEM108;MAPT
GO_Biological_Process_2021,constitutive secretory pathway (GO:0045054),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,RAB3A;RAB11B
GO_Biological_Process_2021,coronary artery morphogenesis (GO:0060982),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,TBX1;VEGFA
GO_Biological_Process_2021,"fructose 2,6-bisphosphate metabolic process (GO:0006003)",2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,PFKFB2;PFKFB1
GO_Biological_Process_2021,glycerol biosynthetic process (GO:0006114),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,GOT1;PGP
GO_Biological_Process_2021,histone-threonine phosphorylation (GO:0035405),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,PRKCA;PKN1
GO_Biological_Process_2021,succinyl-CoA metabolic process (GO:0006104),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,OGDH;DLST
GO_Biological_Process_2021,membrane repolarization during atrial cardiac muscle cell action potential (GO:0098914),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,KCNA5;KCNN2
GO_Biological_Process_2021,ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway (GO:0090611),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,VPS4A;CHMP4B
GO_Biological_Process_2021,negative regulation of cellular respiration (GO:1901856),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,MLXIPL;PPIF
GO_Biological_Process_2021,positive regulation of mast cell chemotaxis (GO:0060754),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,VEGFB;VEGFA
GO_Biological_Process_2021,positive regulation of mitochondrial depolarization (GO:0051901),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,MLLT11;MYOC
GO_Biological_Process_2021,positive regulation of protein localization to synapse (GO:1902474),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,DVL1;MAPT
GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter involved in heart development (GO:1901228),2/5,0.0107192376461677,0.261622071364094,0,0,19.052268244575934,86.41566345186843,GREM1;SRF
GO_Biological_Process_2021,cellular amino acid catabolic process (GO:0009063),8/90,0.0113286436844201,0.2741722169002517,0,0,2.801601747360757,12.552355081804482,GSTZ1;GOT1;GOT2;OGDH;DLST;NOS1;CRYM;IDO1
GO_Biological_Process_2021,blood vessel morphogenesis (GO:0048514),6/56,0.0114443925266958,0.2746654206406994,0,0,3.4414285714285717,15.384064670977963,TBX1;SOX18;GDF2;TNNI3;SMAD7;VEGFA
GO_Biological_Process_2021,insulin receptor signaling pathway (GO:0008286),7/73,0.0117489212150292,0.2796437446221842,0,0,3.043670685995574,13.526053822449708,BCAR3;INSR;IDE;SORBS1;PDK2;SH2B2;ATP6V0A1
