Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,defense response to virus (GO:0051607),31/133,5.244960729525183e-10,1.9058535213878938e-07,0,0,4.362237476134194,93.21483433936466,IFITM3;IFITM1;IFITM2;IFIT5;IFI6;IFIT1;SAMHD1;IFI44L;IFIT3;IFIT2;PYCARD;RNF135;IFI16;BNIP3L;RSAD2;MX2;MX1;RNASE6;ISG15;CXCL10;PLSCR1;SLFN11;PTPRC;IFI27;OAS1;IRF7;TLR7;MYD88;SERINC5;APOBEC3B;TLR2
GO_Biological_Process_2021,neutrophil activation involved in immune response (GO:0002283),70/485,5.612329388136129e-10,1.9058535213878938e-07,0,0,2.454183266932271,52.27627572408304,CYFIP1;SERPINA3;ITGAM;TNFAIP6;GMFG;ITGB2;PYGL;CTSS;PYCARD;GLIPR1;PLAU;C3AR1;TIMP2;COTL1;PGM2;CTSC;CD53;MANBA;FCER1G;MME;SYK;ATP6AP2;HLA-B;PLAUR;HLA-C;ADAM10;MIF;DYNLL1;VAMP8;EEF1A1;RAB31;RAP2B;TYROBP;NPC2;CHI3L1;PLEKHO2;CD47;CD44;TLR2;CFD;CD63;MVP;FGL2;C5AR1;IQGAP2;C3;RAP1B;CST3;NRAS;PGRMC1;PRDX4;NCKAP1L;CD14;S100A11;LAIR1;VAT1;ATP8B4;GCA;HSPA6;RAB27A;GGH;ARPC5;LILRB2;LYZ;PTPRC;FABP5;DEGS1;MAN2B1;PTX3;RAB9B
GO_Biological_Process_2021,neutrophil degranulation (GO:0043312),69/481,9.72362376382822e-10,3.0479820644307693e-07,0,0,2.4351984261950403,50.53351499759745,CYFIP1;SERPINA3;ITGAM;TNFAIP6;GMFG;ITGB2;PYGL;CTSS;PYCARD;GLIPR1;PLAU;C3AR1;TIMP2;COTL1;PGM2;CTSC;CD53;MANBA;FCER1G;MME;ATP6AP2;HLA-B;PLAUR;HLA-C;ADAM10;MIF;DYNLL1;VAMP8;EEF1A1;RAB31;RAP2B;TYROBP;NPC2;CHI3L1;PLEKHO2;CD47;CD44;TLR2;CFD;CD63;MVP;FGL2;C5AR1;IQGAP2;C3;RAP1B;CST3;NRAS;PGRMC1;PRDX4;NCKAP1L;CD14;S100A11;LAIR1;VAT1;ATP8B4;GCA;HSPA6;RAB27A;GGH;ARPC5;LILRB2;LYZ;PTPRC;FABP5;DEGS1;MAN2B1;PTX3;RAB9B
GO_Biological_Process_2021,defense response to symbiont (GO:0140546),29/124,1.730917292707212e-09,4.910991211989011e-07,0,0,4.376380766731644,88.29179418237774,IFITM3;IFITM1;IFITM2;IFIT5;IFI6;IFIT1;SAMHD1;IFI44L;IFIT3;IFIT2;PYCARD;IFI16;BNIP3L;RSAD2;MX2;MX1;RNASE6;ISG15;PLSCR1;SLFN11;PTPRC;IFI27;OAS1;IRF7;TLR7;MYD88;SERINC5;APOBEC3B;TLR2
GO_Biological_Process_2021,neutrophil mediated immunity (GO:0002446),69/488,1.8077268264990222e-09,4.910991211989011e-07,0,0,2.393597129957588,48.18597219730798,CYFIP1;SERPINA3;ITGAM;TNFAIP6;GMFG;ITGB2;PYGL;CTSS;PYCARD;GLIPR1;PLAU;C3AR1;TIMP2;COTL1;PGM2;CTSC;CD53;MANBA;FCER1G;MME;ATP6AP2;HLA-B;PLAUR;HLA-C;ADAM10;MIF;DYNLL1;VAMP8;EEF1A1;RAB31;RAP2B;TYROBP;NPC2;CHI3L1;PLEKHO2;CD47;CD44;TLR2;CFD;CD63;MVP;FGL2;C5AR1;IQGAP2;C3;RAP1B;CST3;NRAS;PGRMC1;PRDX4;NCKAP1L;CD14;S100A11;LAIR1;VAT1;ATP8B4;GCA;HSPA6;RAB27A;GGH;ARPC5;LILRB2;LYZ;PTPRC;FABP5;DEGS1;MAN2B1;PTX3;RAB9B
GO_Biological_Process_2021,regulation of immune effector process (GO:0002697),18/53,3.756328547918393e-09,9.566899270479656e-07,0,0,7.334572084380807,142.28940613382534,C1QB;C1QA;C1S;CD81;C1R;PROS1;C5AR1;CFI;CLU;C3;C6;C7;CFHR2;C3AR1;SERPING1;HLA-DRA;FCGR2B;C1QC
GO_Biological_Process_2021,regulation of immune response (GO:0050776),35/179,6.2168977589548555e-09,1.4902269628082963e-06,0,0,3.491521317829457,65.97576869091037,COLEC12;IFITM1;CD81;ITGB2;AHR;CD1C;SAMHD1;ADCY7;HERC5;C3;RNF135;FCER1A;CD34;CD99;LAIR1;LYN;VCAM1;RSAD2;SYK;HLA-B;HLA-C;HLA-A;LILRB2;FOXP1;HLA-E;COL1A1;PLSCR1;COL3A1;TYROBP;COL1A2;CD8A;IRF7;HLA-DRA;FCGR2B;CD200
GO_Biological_Process_2021,regulation of humoral immune response (GO:0002920),17/54,3.712811262023545e-08,8.152512801224726e-06,0,0,6.546946028597405,112.01098861616596,C1QB;C1QA;C1S;CD81;C1R;PROS1;C5AR1;CFI;CLU;C3;C6;C7;CFHR2;C3AR1;SERPING1;FCGR2B;C1QC
GO_Biological_Process_2021,platelet degranulation (GO:0002576),27/125,3.8011716128409763e-08,8.152512801224726e-06,0,0,3.943107134995755,67.36944989336314,CFD;LGALS3BP;SERPINA3;CD63;SPARC;PROS1;PLEK;F13A1;CLU;THBS1;ISLR;TMSB4X;TIMP1;LYN;SRGN;RARRES2;ANXA5;FN1;VEGFC;IGF1;LHFPL2;SELP;MMRN1;PCYOX1L;SERPING1;TAGLN2;MAGED2
GO_Biological_Process_2021,interferon-gamma-mediated signaling pathway (GO:0060333),19/68,5.1941466948360056e-08,1.058307389072836e-05,0,0,5.530112198018564,92.75739249952711,HLA-DRB4;VCAM1;HLA-B;HLA-C;HLA-A;MID1;HLA-E;HCK;OAS1;IRF7;HLA-DPB1;IRF8;HLA-DRA;NCAM1;TRIM38;GBP2;TRIM22;CD44;HLA-DPA1
GO_Biological_Process_2021,positive regulation of cytokine production (GO:0001819),50/335,5.617943126375315e-08,1.0901484876180667e-05,0,0,2.5304437564499485,42.24503768865212,CD86;HILPDA;PYCARD;C1QTNF3;MDK;CYP1B1;CD34;HLA-DPA1;ANXA1;FCER1G;SYK;RIPK2;ADIPOQ;HLA-A;MIF;BTN3A2;F3;ADRA2A;HLA-E;FOXP1;TLR1;TYROBP;IRF7;CHI3L1;TLR7;TLR5;TLR4;TLR2;CSF1R;TWIST1;HIF1A;AIF1;C3;IFI16;CD14;PIBF1;EGR1;CD74;IL33;LAPTM5;ISG15;LILRB2;SULF1;SULF2;CD2;CD4;PTPRC;HLA-DPB1;CD200;MYD88
GO_Biological_Process_2021,regulation of complement activation (GO:0030449),16/50,7.209729361188849e-08,1.3354385066747524e-05,0,0,6.701478452343504,110.20748402807398,C1QB;C1QA;C1S;CD81;C1R;PROS1;C5AR1;CFI;CLU;C3;C6;C7;CFHR2;C3AR1;SERPING1;C1QC
GO_Biological_Process_2021,positive regulation of cell population proliferation (GO:0008284),63/474,9.589925363255393e-08,1.6990846024028576e-05,0,0,2.2183765775561906,35.84889370188412,CD86;CDKN1A;MEGF10;CD81;HILPDA;FGF2;GJA1;CCND2;MDK;MYC;SOX8;TIMP1;SOX4;PDGFRB;OSR2;EDN3;CLEC11A;TET1;ADAM10;SOX11;MIF;OSMR;ADRA2A;CDC25B;FOXP1;TGFBR2;TGFBR3;TIAM1;HCK;SFRP2;HCLS1;CD47;DDR2;CSF1R;PTGFR;C5AR1;PTN;AIF1;THBS1;GNAI2;DPP4;ERBB3;PDGFD;CCL5;ZNF268;LYN;WWTR1;CD74;TCF7L2;NPM1;FN1;VEGFC;LAMB1;IGF1;MEIS2;BMP5;PTPRC;PRC1;ACER3;TMEM119;NES;EZH2;LGMN
GO_Biological_Process_2021,response to interferon-gamma (GO:0034341),20/80,1.763260058626138e-07,2.993868641208963e-05,0,0,4.754789272030651,73.94140107413425,IFITM3;CD74;IFITM1;IFITM2;CCL21;DAPK1;AIF1;CXCL16;CCL8;CCL5;CASP1;IRF8;CCL2;CD47;CCL18;GBP2;TLR4;HLA-DPA1;TLR2;GBP3
GO_Biological_Process_2021,positive regulation of T cell activation (GO:0050870),19/75,2.848207249764824e-07,4.642577817116664e-05,0,0,4.837029643404069,72.9008370566097,CD86;ANXA1;VCAM1;CD81;DOCK8;HLA-A;THY1;LILRB2;AIF1;PYCARD;HLA-DMB;PTPRC;MDK;CCL5;HLA-DPB1;CCL2;NCKAP1L;CD47;HLA-DPA1
GO_Biological_Process_2021,regulation of ERK1 and ERK2 cascade (GO:0070372),38/238,3.912039780120861e-07,6.131370039997118e-05,0,0,2.7274669774669773,40.2411479656687,CSF1R;RAMP3;C5AR1;FBLN1;ARRB2;FGF2;PYCARD;SPRED1;CCL8;GPNMB;GLIPR2;PDGFD;CCL5;CCL2;APOE;CCL18;CCR1;LYN;PDGFRB;CD74;SYK;CCL21;ADIPOQ;PLA2G2A;FN1;MIF;NPNT;DUSP6;TGFBR3;MFHAS1;CD4;PTPRC;GPR183;CHI3L1;ROR1;SPRY1;TLR4;CD44
GO_Biological_Process_2021,cell-matrix adhesion (GO:0007160),22/100,4.858654444058669e-07,7.332969207236696e-05,0,0,4.025562311824783,58.52094432671036,CD63;VCAM1;ECM2;CCL21;RCC2;ITGB2;FN1;THY1;NPNT;ADAMTS12;L1CAM;NID2;FBLN5;THBS3;SGCE;TIAM1;COL3A1;ITGBL1;SIGLEC1;ADAMTS9;CD34;CD44
GO_Biological_Process_2021,positive regulation of lymphocyte migration (GO:2000403),8/14,7.611657605992528e-07,0.00011077680265864124,0,0,18.90053151100987,266.2785256629598,PYCARD;CXCL10;CXCL12;CCL21;DOCK8;CCL5;AIF1;JAM2
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),48/351,1.4142022591951617e-06,0.00019871980021449247,0,0,2.2791040262992626,30.697126688954537,COL15A1;COL16A1;COL14A1;VPS4B;COL12A1;STMN2;DPT;UBE2L6;CORO1A;RND3;LOXL1;FBLN5;CST3;ADAMTS2;SERPINH1;RAC2;CYP1B1;MARCKSL1;LUM;ADAM10;LYZ;COL1A1;MFAP4;COL3A1;TPPP3;MARCKS;MYO1B;COL1A2;ACTC1;KIF2A;COL4A2;LOX;COL5A1;COL4A1;COL5A3;COL6A2;MYO5C;PXDN;COL5A2;FAT1;ELMO1;COL21A1;COL6A3;TGFBI;VIM;PPIB;MYO1F;DDR2
GO_Biological_Process_2021,regulation of tumor necrosis factor production (GO:0032680),24/124,1.762103638778986e-06,0.0002393524109341456,0,0,3.426594926979247,45.39896377180106,IL33;ARG2;SYK;ADIPOQ;LY96;TWIST1;MIF;IGF1;CLU;THBS1;FOXP1;HLA-E;PYCARD;CLEC4A;TLR1;CD2;TYROBP;PTPRC;OAS1;CD14;CD47;CD34;TLR4;TLR2
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),53/408,1.9964443639378147e-06,0.00026237732214521426,0,0,2.150234741784037,28.21998775659281,IFITM1;CLIC4;MCTP1;SERPINE2;FGF2;CXCL16;ROBO1;DOCK10;MDK;PLAU;TMSB4X;ENPP2;CYP1B1;TMSB10;PDGFRB;ANXA1;ADIPOQ;ADAM10;MIF;F3;ADRA2A;TIAM1;TMEFF2;SFRP2;RAP2B;KIF2A;KIT;MYADM;BEX4;CSF1R;PRKX;THY1;AIF1;THBS1;GPNMB;PDGFD;CCL5;ZNF268;SASH1;CCR1;CD74;HACE1;RCC2;LAMB1;IGF1;SULF1;PODN;COL1A1;IGSF10;CXCL12;SNAI2;PLXNB2;AMOTL2
GO_Biological_Process_2021,toll-like receptor 4 signaling pathway (GO:0034142),9/20,2.0603863334102715e-06,0.00026237732214521426,0,0,11.603757944183476,151.92355913026623,ITGAM;OAS1;TRIL;ITGB2;LY96;NMI;CD14;PIK3AP1;TLR4
GO_Biological_Process_2021,regulated exocytosis (GO:0045055),30/180,2.5970471535792665e-06,0.0003206959742677428,0,0,2.861003861003861,36.795758232289806,CFD;LGALS3BP;SERPINA3;CD63;SPARC;PROS1;PLEK;F13A1;CLU;CPLX1;THBS1;ISLR;TMSB4X;TIMP1;LYN;SRGN;RARRES2;ANXA5;FN1;VEGFC;IGF1;LHFPL2;SELP;RAB31;MMRN1;PCYOX1L;SERPING1;TAGLN2;MAGED2;STEAP2
GO_Biological_Process_2021,basement membrane organization (GO:0071711),8/16,2.893097177917613e-06,0.0003368391714289792,0,0,14.173880030372056,180.7620850228383,CMA1;COL4A1;PXDN;NTN4;LAMB1;NID1;NID2;CTSS
GO_Biological_Process_2021,regulation of leukocyte activation (GO:0002694),8/16,2.893097177917613e-06,0.0003368391714289792,0,0,14.173880030372056,180.7620850228383,LYN;CD74;MFHAS1;PLSCR1;PLA2G2A;MIF;GPR137B;CD200
GO_Biological_Process_2021,apoptotic process (GO:0006915),35/231,3.79390803535692e-06,0.0004294493123355402,0,0,2.558001107419712,31.92926124626089,MAGEH1;ITGB2;IFI6;CXCR4;AHR;IFIT2;PYCARD;CASP7;ERBB3;CASP6;MYC;PLAGL1;CASP3;CASP4;CASP1;CD14;BID;BOK;EGLN3;DAPK1;GADD45A;GZMA;MX1;TGFBR2;CD2;PLSCR1;DAP;IFI27;FAP;ELMO1;FAS;MAL;MYD88;TNFRSF21;TLR2
GO_Biological_Process_2021,innate immune response (GO:0045087),42/302,4.121838555251297e-06,0.0004539592462878117,0,0,2.3185742550512622,28.748491970657625,IFITM3;CFD;COLEC12;IFITM1;IFITM2;NCF2;IFI6;SLA;IFIT1;CORO1A;CXCL16;C3;RNF135;DMBT1;FYN;APOL1;TRIM22;LYN;CD74;FCER1G;SYK;RIPK2;RARRES2;MX1;RNASE6;ISG15;HLA-E;HCK;CXCL10;MFHAS1;MFAP4;TYROBP;IFI27;OAS1;IRF7;ANG;PTX3;TRIM38;TLR4;MYD88;SERINC5;TLR2
GO_Biological_Process_2021,positive regulation of chemotaxis (GO:0050921),13/45,4.417324177089225e-06,0.0004693526529211853,0,0,5.772651486280488,71.17665679328236,PDGFRB;CCL21;EDN3;RARRES2;PTN;AIF1;FGF2;THBS1;F3;P2RX4;MDK;TMSB4X;LGMN
GO_Biological_Process_2021,positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),18/81,4.495225475599346e-06,0.0004693526529211853,0,0,4.068641381571757,50.09512556835389,CD86;IL33;SYK;LY96;TWIST1;MIF;CLU;THBS1;HLA-E;PYCARD;TLR1;CD2;TYROBP;PTPRC;OAS1;CD14;TLR4;TLR2
GO_Biological_Process_2021,glycosaminoglycan biosynthetic process (GO:0006024),20/97,4.607142605361328e-06,0.0004693526529211853,0,0,3.70164701199184,45.48547838131564,CSGALNACT1;LUM;GLCE;SDC2;OMD;BGN;XYLT1;KERA;HS6ST2;DCN;HS2ST1;UGDH;VCAN;CHSY1;DSEL;OGN;GPC3;PXYLP1;GPC4;GPC6
GO_Biological_Process_2021,positive regulation of MAPK cascade (GO:0043410),39/274,5.143108997771191e-06,0.0005111748577053074,0,0,2.379669766056716,28.97926811882723,TENM1;CSF1R;RAMP3;C5AR1;LPAR1;ARRB2;FGF2;ROBO1;PYCARD;CCL8;GPNMB;GLIPR2;PDGFD;CCL5;CCL2;APOE;CCL18;CCR1;PDGFRB;CD74;EDN3;CCL21;PLA2G2A;LAPTM5;MIF;IGF1;NPNT;MID1;ADRA2A;MFHAS1;CD4;PTPRC;GPR183;KIT;CHI3L1;ROR1;CD24;CD44;EZH2
GO_Biological_Process_2021,response to cytokine (GO:0034097),26/150,5.697140482744366e-06,0.0005527582730281736,0,0,2.994400158931188,36.15901739666845,IFITM3;CSF1R;IFITM1;IFITM2;CXCR4;CXCL16;CASP3;CASP1;TIMP2;TIMP1;CD74;ANXA1;MME;MX2;ADIPOQ;MX1;ADAM10;ISG15;OSMR;POU4F1;SELP;PLSCR1;COL3A1;CHI3L1;HCLS1;MYD88
GO_Biological_Process_2021,positive regulation of chemokine production (GO:0032722),14/53,6.098429134104912e-06,0.0005737257610538072,0,0,5.10285747814352,61.272455738404176,CSF1R;CD74;EGR1;IL33;SYK;ADIPOQ;TWIST1;AIF1;HIF1A;PYCARD;OAS1;TLR7;TLR4;TLR2
GO_Biological_Process_2021,positive regulation of lymphocyte proliferation (GO:0050671),17/75,6.194830303403072e-06,0.0005737257610538072,0,0,4.171794263418749,50.02730340702784,CD86;CD74;ANXA1;VCAM1;CD81;MIF;LILRB2;AIF1;TNFSF13B;HLA-E;HLA-DMB;PTPRC;CCL5;GPR183;HLA-DPB1;NCKAP1L;HLA-DPA1
GO_Biological_Process_2021,toll-like receptor signaling pathway (GO:0002224),19/91,6.52992541061151e-06,0.0005913210232942645,0,0,3.758901225114855,44.87795414053983,COLEC12;ITGAM;RIPK2;TRIL;ITGB2;LY96;NMI;CTSS;TLR1;OAS1;CTSK;TLR7;CD14;TLR5;PIK3AP1;TLR4;MYD88;TLR2;LGMN
GO_Biological_Process_2021,regulation of T cell activation (GO:0050863),13/47,7.516315764753969e-06,0.0006658475378559222,0,0,5.432500896700144,64.09500581052417,PRELID1;LAPTM5;THY1;PYCARD;CD2;CD4;GPNMB;CCL5;HLA-DPB1;CCL2;CD47;PAG1;HLA-DPA1
GO_Biological_Process_2021,negative regulation of viral genome replication (GO:0045071),14/54,7.734564100761339e-06,0.0006706031640553715,0,0,4.975019069412662,58.5550363059634,IFITM3;IFITM1;IFITM2;RSAD2;MX1;IFIT5;ISG15;ZC3HAV1;IFIT1;PLSCR1;OAS1;IFI16;CCL5;APOBEC3B
GO_Biological_Process_2021,positive regulation of ERK1 and ERK2 cascade (GO:0070374),28/172,8.780513562462068e-06,0.0007454290159798527,0,0,2.778141865844256,32.34583812327407,CSF1R;RAMP3;C5AR1;ARRB2;FGF2;PYCARD;CCL8;GPNMB;GLIPR2;PDGFD;CCL5;CCL2;APOE;CCL18;PDGFRB;CCR1;CD74;CCL21;PLA2G2A;MIF;NPNT;MFHAS1;CD4;PTPRC;GPR183;CHI3L1;ROR1;CD44
GO_Biological_Process_2021,positive regulation of tumor necrosis factor production (GO:0032760),17/77,9.027743221765371e-06,0.0007507766046672224,0,0,4.03230122324159,46.83601799855067,IL33;SYK;LY96;TWIST1;MIF;CLU;THBS1;HLA-E;PYCARD;TLR1;CD2;TYROBP;PTPRC;OAS1;CD14;TLR4;TLR2
GO_Biological_Process_2021,negative regulation of cytokine production (GO:0001818),29/182,9.372750458504395e-06,0.0007638791623681084,0,0,2.7088779956427014,31.36258751354512,UBE2L6;ADCY7;THBS1;HERC5;PYCARD;RNF135;C1QTNF3;GPNMB;TMSB4X;NCKAP1L;VSIG4;PIBF1;CD34;SRGN;PRNP;ANXA1;SLC2A10;FN1;LAPTM5;ISG15;CLEC4A;TWSG1;RNF125;TYROBP;PTPRC;FCGR2B;TLR4;CD200;TNFRSF21
GO_Biological_Process_2021,negative regulation of myeloid leukocyte differentiation (GO:0002762),10/29,9.846582931208944e-06,0.00078676128322895,0,0,7.466880128076846,86.08107688105099,MAFB;TMEM178A;MYC;LRRC17;ADIPOQ;TCTA;TLR4;GPR137B;C1QC;FBN1
GO_Biological_Process_2021,regulation of chemokine production (GO:0032642),12/42,1.1671658316549384e-05,0.0009146539930757448,0,0,5.68012185833968,64.51679518826509,PYCARD;CSF1R;CD74;EGR1;IL33;SNAI2;TLR7;AIF1;HIF1A;TLR4;FOXP1;TLR2
GO_Biological_Process_2021,macrophage activation (GO:0042116),11/36,1.3295501814263126e-05,0.0010222484885494,0,0,6.245053272450533,70.11998765737069,TLR1;C1QA;ITGAM;SYK;C5AR1;ITGB2;NMI;AIF1;CLU;TLR4;FOXP1
GO_Biological_Process_2021,regulation of macrophage activation (GO:0043030),10/30,1.3895544068326554e-05,0.0010485989273783,0,0,7.093155893536122,79.3294465208423,CEBPA;CD74;IL33;MFHAS1;MIF;FCGR2B;THBS1;TLR4;GPR137B;CD200
GO_Biological_Process_2021,Rac protein signal transduction (GO:0016601),8/19,1.419550838076272e-05,0.0010517581209383,0,0,10.306619728032029,115.04851830899524,EPS8;CYFIP1;TIAM1;HACE1;ELMO1;RAC2;WASF1;AIF1
GO_Biological_Process_2021,regulation of cytokine production (GO:0001817),25/150,1.727462676694022e-05,0.0012570375727728,0,0,2.853846153846154,31.296052581141268,TRIL;HILPDA;DTX4;C1QTNF3;GPNMB;IFI16;LYN;SRGN;IL33;ANXA1;HLA-B;ISG15;BTN3A3;MIF;BTN3A2;ADRA2A;FOXP1;CLEC4A;TWSG1;PTPRC;IRF7;SNAI2;IRF8;CD47;FCGR2B
GO_Biological_Process_2021,granulocyte chemotaxis (GO:0071621),16/73,1.8135239694907103e-05,0.001257448376378,0,0,3.992440995536971,43.58808768020295,CXCL9;ANXA1;FCER1G;EDN3;SYK;CCL21;ITGB2;CXCL10;CCL8;CCL5;CCL2;NCKAP1L;PPIB;CCL18;SCG2;CKLF
